adname,adress,divisions,lng,lat,bd09lng,bd09lat,wgs84lng,wgs84lat
平安社区文化广场,平安镇,奉贤区,121.7284484,30.89933742,121.7350253,30.90503719,121.7241029,30.90154573
岳和文体广场,泰青公路与团青公路交叉口南100米,奉贤区,121.5656638,30.93295,121.5720559,30.9392939,121.5614541,30.93529402
志愿者广场,五四公路1130附近,奉贤区,121.7304902,30.86815536,121.7370909,30.87383941,121.7261461,30.8703803
桐叶广场,秀竹路泡泡公园(金海湖地铁站2号口步行490米),奉贤区,121.4912499,30.92868091,121.4978138,30.9343491,121.4868128,30.93084032
五四文化广场,五四公路,奉贤区,121.7301513,30.86823552,121.7367512,30.87392271,121.7258074,30.87046067
浦秀村文化广场,浦灵路与北环路交叉口北80米,奉贤区,121.4058832,30.96955731,121.4124124,30.97548178,121.4012548,30.97153525
休闲广场,海湾旅游区海涵路6号碧海金沙内,奉贤区,121.5494544,30.82237865,121.5558602,30.82868519,121.5452182,30.82475859
南上海运河公园,奉浦街道运河路沿线,奉贤区,121.4674636,30.92485584,121.4739326,30.93089934,121.4629469,30.92695058
奉城镇人口文化公园,兰博路与新奉公路交叉口东80米,奉贤区,121.6335778,30.9069807,121.6401411,30.91270243,121.6293812,30.90933694
朱新村新凨公园,竹馨丁香苑北侧250米,奉贤区,121.6946415,30.88680509,121.7010871,30.89307118,121.6903379,30.88906509
华盛文化广场,新奉公路与头桥东路交叉口东北100米,奉贤区,121.6430374,30.94937367,121.6495603,30.95524095,121.6388235,30.95169087
华东理工大学奉贤校区慢时广场,海思路999号华东理工大学奉贤校区,奉贤区,121.4976289,30.83134261,121.5042122,30.83697877,121.4932228,30.83357775
美谷公园,万顺路2089号,奉贤区,121.510579,30.96249135,121.5171605,30.96818197,121.5062084,30.96468859
华东理工大学奉贤校区亲水广场,海思路999号华东理工大学奉贤校区,奉贤区,121.4976609,30.83225419,121.5042451,30.83789049,121.4932548,30.8344889
明星村六岔道公园,沿钱公路与西星港路交叉口西60米,奉贤区,121.5383868,30.97883707,121.5448635,30.98499621,121.5341071,30.98110075
护民村草地公园,海民南北路与平庄东路交叉口东南40米,奉贤区,121.6286287,30.89320473,121.6352188,30.89887817,121.6244394,30.89557538
冷泾广场,庄行镇冷泾新村,奉贤区,121.3956539,30.90605155,121.4022111,30.91180146,121.3910316,30.9080678
四团幸福公园,四团镇港佳路与港坤路交叉口,奉贤区,121.7334076,30.93673951,121.7399767,30.94239123,121.7290564,30.93892214
庄行镇农艺(郊野)公园,西闸公路,奉贤区,121.4080852,30.98239261,121.4146124,30.98836071,121.4034562,30.9843634
柘林公园,新北路与新粮路交叉口东340米,奉贤区,121.4633495,30.86852004,121.4698372,30.87464929,121.4588252,30.87063744
人和广场,金海公路与泽丰路交叉口东260米,奉贤区,121.4902118,30.93276938,121.4967735,30.93844685,121.4857706,30.93492328
泰日小匝港公园,泰日新建路,奉贤区,121.5562502,30.98416109,121.5626775,30.99052346,121.552017,30.98645956
贤浦公园,贤浦路2554号,奉贤区,121.5047627,30.95954901,121.5113522,30.96519565,121.5003715,30.96173065
元音公园,大叶公路与金建路交叉口西南100米,奉贤区,121.5051776,30.97803528,121.5117828,30.98368808,121.5007864,30.9802072
洪庙小公园,奉城镇洪运路58号,奉贤区,121.6828532,30.93039294,121.6892421,30.936749,121.6785672,30.93264848
运石河公园,柘林镇海湾路与奉柘公路交叉口,奉贤区,121.4972204,30.84377732,121.5038158,30.84941765,121.4928118,30.84600415
贝港河公园,前胜路,奉贤区,121.4633289,30.86315309,121.4698154,30.86928241,121.458805,30.86527354
古海塘文化公园,胡桥路与新柘东路交叉口东南100米,奉贤区,121.4748918,30.83277383,121.4814081,30.83867969,121.4704065,30.83494194
水帘洞广场公园,沪杭公路水帘洞新村(西渡地铁站4号口步行470米),奉贤区,121.426231,30.99585039,121.4326796,31.00212875,121.4216154,30.99782523
三桑公园,陈谊支路,奉贤区,121.4649574,30.963998,121.4714372,30.97009412,121.4604298,30.96606315
西渡小公园,沿江路与沪杭公路辅路交叉口北60米,奉贤区,121.4252684,30.99751221,121.4317196,31.00377796,121.4206514,30.99948506
西渡江边公园,闵浦二桥,奉贤区,121.4245734,30.99745241,121.4310271,31.00370875,121.4199556,30.99942459
和合社区公园,解放东路与德政路交叉口东北角,奉贤区,121.4815701,30.92260684,121.488105,30.92839475,121.4770996,30.9247415
玉兰广场,湖堤路与秀竹路交叉口北240米,奉贤区,121.4911563,30.93116916,121.49772,30.93683814,121.4867186,30.93332681
新开河公园,正博路1882号,奉贤区,121.7432666,30.87711275,121.7498759,30.88275743,121.7389185,30.87932602
蓝湾公园,雪柳路与云樱路交叉口西南60米,奉贤区,121.740777,30.87914794,121.7473868,30.88478738,121.7364288,30.88136081
临港南桥智行广场,金海公路6055号,奉贤区,121.4783765,30.95259381,121.4849086,30.95843718,121.4738926,30.95470162
墩头公园,华星路与大叶公路辅路交叉口西北120米,奉贤区,121.6310676,30.98886577,121.6376647,30.99456538,121.6268675,30.9911768
南行港公园,金钱公路与南行港路交叉口西北角,奉贤区,121.4974968,30.96959237,121.5040982,30.97523338,121.4930786,30.97174622
碧海金沙索道滑水公园,海涵路碧海金沙,奉贤区,121.547155,30.82058919,121.5535662,30.82687024,121.542913,30.82296532
五象广场,奉浦社区环城东路999号五象城,奉贤区,121.4617949,30.92605932,121.4682373,30.93220626,121.4572612,30.92813916
聚贤广场,秀竹路泡泡公园,奉贤区,121.5024089,30.9287173,121.5089816,30.93435077,121.4980118,30.93091015
德园社区公园,德丰路望园南路东北角,奉贤区,121.4805832,30.92832358,121.4871127,30.93412689,121.4761089,30.93045203
二桥村党建微公园,服民路,奉贤区,121.648484,30.96058259,121.654992,30.9665538,121.6442602,30.96288417
智力公园,呼兰西路1号-3号(呼兰路地铁站4号口步行350米),宝山区,121.4291006,31.34215734,121.4355392,31.34846848,121.4244588,31.34396306
罗泾公园(南区),罗泾镇潘沪路298号(近罗宁路)罗泾公园,宝山区,121.3242826,31.48242397,121.3307059,31.48878283,121.3197265,31.48427635
鸽子广场,顾村镇沪太路4788号顾村公园3号门内,宝山区,121.3552848,31.33635377,121.3618251,31.34225809,121.350674,31.33818817
月浦公园,月浦镇龙镇路6号,宝山区,121.4240541,31.41828278,121.4304733,31.42452275,121.4193991,31.42006011
罗泾公园(北区),罗泾镇潘沪路298号(近罗宁路),宝山区,121.323175,31.48399882,121.3295962,31.49036151,121.3186213,31.48585304
宝山滨江公园,临江公园对面,宝山区,121.4920136,31.41269686,121.4985805,31.41835883,121.487538,31.41462487
罗泾公园广场,潘沪路298号,宝山区,121.3244032,31.48390748,121.3308257,31.49026557,121.3198467,31.48575937
友谊公园,密山路98号(近宝林路),宝山区,121.4751151,31.40206925,121.4816223,31.40796823,121.4705819,31.40395134
共和公园,场北路408号,宝山区,121.4259673,31.33407005,121.4324106,31.3403437,121.421322,31.33587508
花神广场,市一路与镇东路交叉口东南100米,宝山区,121.3422674,31.41633877,121.348712,31.42247742,121.3376765,31.41817139
上海吴淞炮台湾国家湿地公园,塘后路206号,宝山区,121.5046543,31.39863848,121.5112297,31.40428059,121.5002256,31.40060822
南大公园,丰收东路388弄,宝山区,121.3664152,31.30802095,121.372975,31.31374221,121.3617872,31.30984914
祁连公园,塘祁路1356号,宝山区,121.3736041,31.32923113,121.3802019,31.33488956,121.3689638,31.33104249
丰翔智秀公园,工业路与山连路交叉口东北100米,宝山区,121.354852,31.30788999,121.3613641,31.31379553,121.3502445,31.30973558
新境地公园,高境路与殷高西路交叉口北120米,宝山区,121.4711947,31.32403755,121.4777046,31.33001582,121.4666555,31.3259341
格力特体育公园,长江西路与通南路167弄交叉口西300米,宝山区,121.4641262,31.34438032,121.4706163,31.35049541,121.4595634,31.34625139
罗泾镇健康主题公园,罗泾镇潘沪路298号(近罗宁路)罗泾公园(北区)内(东侧),宝山区,121.3237796,31.48416263,121.3302013,31.4905232,121.3192245,31.48601567
阳泉公园,阳泉路1401号,宝山区,121.4601836,31.32859986,121.4666458,31.33478118,121.4556107,31.33046691
主题广场,罗泾镇潘沪路与罗宁路交叉口罗泾公园北园,宝山区,121.3233376,31.48441943,121.3297587,31.49078151,121.3187835,31.48627327
大华行知公园,真华路1105号,宝山区,121.4054761,31.27964865,121.4119815,31.28555891,121.4008207,31.28146242
诺贝尔科技公园,罗迎路299号,宝山区,121.354151,31.40336334,121.3606531,31.40928012,121.3495365,31.40517859
白沙公园,杨行镇白沙园路601号,宝山区,121.4325598,31.39770787,121.4389572,31.40404087,121.4279184,31.39950056
庙行公园,刘场路庙行公园(近庙行卫生医疗中心),宝山区,121.4245488,31.32721878,121.4309911,31.33347205,121.4199023,31.32902482
泗塘公园,张庙街道爱辉路70号,宝山区,121.4456088,31.34000756,121.4520356,31.34636063,121.4409977,31.34183946
华灵公园,华灵路698号(大华三路地铁站1号口步行350米),宝山区,121.4181158,31.27996847,121.4245604,31.28611432,121.4134669,31.28178742
月园口袋公园,月浦镇庆安四村,宝山区,121.4264207,31.40543209,121.4328305,31.41170324,121.4217697,31.40721522
盘古公园,盘古路与铁峰路交叉口西北角,宝山区,121.4477339,31.40007702,121.4541305,31.40640755,121.4431224,31.40189416
樱花广场,顾村镇沪太路4788号顾村公园内森林休闲运动园,宝山区,121.366062,31.3394028,121.3726485,31.34513568,121.3614319,31.34121996
罗新公园,罗溪路709号,宝山区,121.3413923,31.42666872,121.3478388,31.43282406,121.3368024,31.42850035
滨水社区公园,潘泾路与顾北东路交叉口,宝山区,121.3974002,31.36215365,121.4039734,31.36793446,121.3927378,31.36393726
罗溪公园,罗店镇市一路130号,宝山区,121.346636,31.41975527,121.3531026,31.42581469,121.3420354,31.42157911
TOGETHER FUN体育公园,蕰川路与南北高架路入口交叉口东南160米,宝山区,121.4304073,31.34713848,121.436844,31.35346272,121.425767,31.34894409
桥空间体育公园,南北高架路与蕰川路交叉口西50米,宝山区,121.4315324,31.34573161,121.4379663,31.35206556,121.4268939,31.34753913
吴淞公园,泰和路5号(近吴淞码头),宝山区,121.4957871,31.37893278,121.50238,31.3845774,121.491328,31.38088162
胡庄公园,泰和西路与富长路交叉口西200米,宝山区,121.4145186,31.35462242,121.4210154,31.36071265,121.4098604,31.35641123
上海长滩坡地公园,牡丹江路1893号,宝山区,121.4735626,31.41639503,121.4800618,31.42232272,121.4690231,31.41826906
上海钢雕公园,长江西路101号,宝山区,121.4755442,31.34816015,121.4820904,31.35406081,121.4710171,31.35006
淞南公园,淞良路300号(近淞发路),宝山区,121.4820591,31.34290573,121.4886326,31.34869526,121.4775544,31.34482576
美兰湖中央公园,美兰湖路与陆翔路交叉口东北角,宝山区,121.3452719,31.39640792,121.3517342,31.40249333,121.3406762,31.39824045
宝山区绿地公园,陆翔路111弄2号楼1619室,宝山区,121.3662269,31.34841048,121.3728168,31.35414201,121.3615957,31.35022432
果园河公园,东至罗和路西至果园河,宝山区,121.3355409,31.38211366,121.3419741,31.38836311,121.3309679,31.38396836
罗泾水源涵养林,罗泾镇川纪路,宝山区,121.3573373,31.48309847,121.3638877,31.4889659,121.3527098,31.48489071
白鹭园,山茶路,宝山区,121.3414575,31.45712965,121.3479318,31.46329102,121.3368648,31.45895429
菊盛公园南区,菊盛公园(东南角),宝山区,121.3664651,31.35388134,121.3730555,31.35960981,121.361833,31.35569302
菊盛公园北区,菊盛公园,宝山区,121.3651148,31.35649713,121.3717,31.36224285,121.3604847,31.35830979
泰力宝体育公园,淞宝路155弄,宝山区,121.4958791,31.38247799,121.5024686,31.38812131,121.49142,31.38442604
泗塘篮球公园,共江路152号(近爱晖路),宝山区,121.453124,31.33242255,121.4595631,31.33870724,121.4485316,31.33427225
韶山路沪联路口袋公园,韶山路沪联路绿地结合,宝山区,121.3611924,31.36215543,121.36776,31.36795809,121.3565685,31.36397189
菊盛公园,顾村镇菊太路与菊盛路交汇处西50米,宝山区,121.3658339,31.35502773,121.372422,31.36076411,121.3612028,31.35683989
尊木公园,沪太路2695号尊木汇国际广场内,宝山区,121.4065667,31.31290179,121.4130765,31.31883485,121.4019086,31.31470255
古银杏公园,堡镇四滧村滧镇,崇明区,121.6470757,31.53362744,121.6535711,31.53956685,121.6428066,31.53569397
双拥广场,定澜路崇明新城公园(东南角),崇明区,121.4208571,31.62059567,121.4273054,31.62679161,121.4161808,31.62234398
自行车主题公园,陈家镇(近长江隧桥出口处),崇明区,121.835341,31.48482033,121.8418809,31.49072301,121.8310981,31.48685948
没顶公园,六滧公路西100米,崇明区,121.7741515,31.59426781,121.7806499,31.60035149,121.7697645,31.59619942
振华公园西园,潘圆公路与长征路交叉口东420米,崇明区,121.658526,31.40729388,121.6649661,31.41344651,121.654247,31.4093642
富民苑竖新镇市民公园,草港公路富民苑,崇明区,121.594149,31.61433107,121.6006751,31.62025392,121.5899146,31.61643885
振华公园东园,潘圆公路3800号附近,崇明区,121.6588424,31.40718831,121.6652812,31.41334637,121.6545628,31.40925807
前卫1966郊野公园,长兴岛秋柑路199号长兴岛郊野公园(西北角),崇明区,121.7019153,31.41218258,121.7083574,31.41832759,121.6975559,31.41417229
崇明新城公园,城桥镇江帆路381弄,崇明区,121.419278,31.62262408,121.4257311,31.62879347,121.4146,31.62437112
东滩湿地公园,东旺路,崇明区,121.947059,31.51902347,121.9535282,31.52507538,121.942893,31.52108817
健康主题公园,北陈公路与前裕公路交叉口东北80米,崇明区,121.8267237,31.5251523,121.8331888,31.53120984,121.8224552,31.52716933
潘石公园,潘石北路1号,崇明区,121.6344968,31.42153259,121.6410492,31.42726374,121.6302564,31.42363873
陈家镇自行车公园,中滨路,崇明区,121.8362624,31.48415413,121.8428071,31.49004011,121.8320219,31.48619511
长兴岛湿地公园,金岸路与丰福路交叉口东220米,崇明区,121.7005529,31.38104947,121.7070071,31.38722252,121.6961982,31.38305012
堡镇市民公园,堡镇石岛路280号,崇明区,121.6170395,31.53148684,121.6236137,31.53712136,121.6128082,31.53359215
双津村村民公园,协津公路与陈海公路交叉口东100米,崇明区,121.3861353,31.66987952,121.3927157,31.67553144,121.3814517,31.67162687
凤凰公园,凤环路与长兴江南大道交叉口东北100米,崇明区,121.6913785,31.39136917,121.6977897,31.39766855,121.6870383,31.39338229
新隆村公园,向蟠公路与崇明新草路交叉口东60米,崇明区,121.5277695,31.61914142,121.5342814,31.62509916,121.5234028,31.62114633
东平国家森林公园-知青广场,北沿公路2288号东平国家森林公园(东南角),崇明区,121.4782186,31.68106669,121.4847593,31.68691494,121.4736715,31.68292858
东平市民公园,东平镇东冉路820号,崇明区,121.5351169,31.67869601,121.5415904,31.68479219,121.5307685,31.68072152
博爱公园,渔乐路与凤凰公路交叉口东180米,崇明区,121.6911017,31.39449373,121.6975097,31.40079541,121.6867617,31.39650645
合欢公园,建港公路与港东三路交叉口西北160米,崇明区,121.4113216,31.67689412,121.4178119,31.68291849,121.4066332,31.67863797
前卫生态村-生态岛主题公园,竖新镇前卫村前卫生态村内,崇明区,121.5083677,31.7250945,121.5149675,31.73076796,121.5039244,31.7270491
廉洁文化主题公园,海舸路505号,崇明区,121.6982206,31.39032129,121.7046562,31.39652989,121.6938689,31.392323
胜林公园,区X522(建设公路),崇明区,121.4530019,31.67430631,121.4594224,31.68058796,121.4483793,31.67610449
西沙明珠湖景区-明珠湖公园,三华公路333号,崇明区,121.2481186,31.73792135,121.2546981,31.7436263,121.2436496,31.73985604
渔港公园,长兴岛内(南侧),崇明区,121.7836462,31.35313119,121.7901037,31.35937551,121.7792944,31.35511736
健康科普公园,凤舞路与长橘路交叉口北80米,崇明区,121.6967064,31.39675983,121.7031311,31.40299008,121.6923566,31.39876222
鲁玙市民公园,合五公路3147号,崇明区,121.6905276,31.57156835,121.6969579,31.57788221,121.6861736,31.5735512
崇明C湖公园,崇州路与翠竹路交口,崇明区,121.4165544,31.6296566,121.4230131,31.63577672,121.4118735,31.63140175
黄杨公园,合五公路与草港公路交叉口西南100米,崇明区,121.6954375,31.57154416,121.7018831,31.57779919,121.691075,31.57351845
三治融合主题广场,521乡道南侧,平湖市,121.1603918,30.77460714,121.1669417,30.78043327,121.1558834,30.77676978
成美公园,廊下新风路与廊华路交叉口东南320米,平湖市,121.186413,30.78242199,121.1928406,30.78869674,121.1819563,30.78462888
309口袋公园,永嘉路,徐汇区,121.4539046,31.21109165,121.4603453,31.21736637,121.4493248,31.21299411
桂江公园,韵达快运(宜山路服务站),徐汇区,121.3998399,31.16174995,121.4063697,31.1675607,121.3951946,31.16361897
有氧公园,零陵路与火炬台路交叉口东80米,徐汇区,121.4361902,31.18515575,121.4425849,31.19150935,121.4315735,31.18703822
吴兴公园,衡山路吴兴路路口(衡山路地铁站1号口步行250米),徐汇区,121.4399144,31.20421786,121.446325,31.21058327,121.4353031,31.20609679
漕河泾开发区公园,桂果路601号(近宜山路),徐汇区,121.395684,31.17116108,121.4022284,31.17690798,121.3910388,31.17302609
口袋公园,漕东支路至龙田路,徐汇区,121.4369666,31.17652742,121.443356,31.18288246,121.4323521,31.17841541
百花街口袋公园,百花街与江安路交叉口南200米,徐汇区,121.4104653,31.14867931,121.4169545,31.154686,121.4058228,31.15055647
天钥桥路口袋公园,汇联商厦南侧,徐汇区,121.4368678,31.19428235,121.4432698,31.2006403,121.4322515,31.1961613
徐家汇公园,肇嘉浜路986号(徐家汇地铁站14号口步行250米),徐汇区,121.4378554,31.19928759,121.4442617,31.20564942,121.4332405,31.20116561
梦公园,桂林路907号(吴中路地铁站2号口步行70米),徐汇区,121.4133725,31.18450367,121.419842,31.19056405,121.4087284,31.18636364
老鹰公园,田林街道田林三中对面(近田林东路),徐汇区,121.4258068,31.17556734,121.4322194,31.18183081,121.4211751,31.1774414
黄道婆纪念公园,徐梅路700号,徐汇区,121.4441778,31.12648212,121.4505992,31.132841,121.439582,31.12840845
上海市滨江滑板公园,瑞宁路,徐汇区,121.463243,31.18792392,121.4696991,31.19404723,121.4586911,31.1898594
西岸自然艺术公园,华泾路190号,徐汇区,121.4479664,31.12367043,121.4543957,31.13000728,121.4433794,31.12560545
桂林公园,漕宝路188号(桂林公园地铁站5号口步行100米),徐汇区,121.4132899,31.16719243,121.4197547,31.17324994,121.4086473,31.16906115
嘉川路小游园,凌云路283号,徐汇区,121.4139621,31.13636613,121.4204465,31.14244209,121.4093226,31.13825136
徐家汇公园法治文化广场,徐家汇公园东北角,徐汇区,121.4384515,31.20115372,121.4448594,31.20751714,121.4338376,31.20303177
东安公园,中山南二路811号(龙华中路地铁站10号口步行220米),徐汇区,121.4497776,31.18712312,121.4561839,31.19343765,121.4451895,31.18902863
光启公园,南丹路17号(徐家汇地铁站1号口步行230米),徐汇区,121.4300102,31.19144798,121.4364207,31.19776141,121.4253829,31.19331887
康健社区体育公园,康健新村街道桂林西街168号康健社区体育场内(近浦北路),徐汇区,121.4131929,31.15450096,121.419664,31.16055815,121.4085513,31.15637621
花桥青年城市公园,Y466(绿地大道),昆山市,121.1360155,31.28344412,121.1425891,31.28908388,121.1314208,31.28528884
沪太公园,新村路37号(近沪太路),普陀区,121.434739,31.26991688,121.4411391,31.27626497,121.4301124,31.2717579
万里公园,富平路715号附近,普陀区,121.4032064,31.26681041,121.4097323,31.27268183,121.3985518,31.26862939
真如公园,大渡河路1894号(近铜川路),普陀区,121.3946628,31.25485915,121.4012354,31.26059845,121.3900106,31.25668458
槎浦公园,金迈路303号,普陀区,121.3260174,31.28987145,121.3324088,31.29621252,121.321474,31.29177685
半马苏河公园二期,光复西路与真光路辅路交叉口西140米,普陀区,121.3624861,31.22733249,121.3690623,31.23311599,121.3578716,31.22920056
建民绿地公园,交通路79号靠近中潭路地铁站,普陀区,121.4333294,31.25769991,121.4397436,31.26404281,121.4287015,31.2595442
建民绿地公园-入口广场,交通路与宜川路交叉口西240米,普陀区,121.4337933,31.25728082,121.4402072,31.26362676,121.4291662,31.25912594
半马苏河公园,云岭西路和云岭东路交接处,普陀区,121.3732286,31.22518997,121.3798352,31.23085332,121.3685978,31.22704501
苏州河梦清园环保主题公园,宜昌路88号,普陀区,121.4358347,31.25251325,121.4422506,31.25887083,121.4312115,31.2543634
长寿健康主题公园,长寿路260号(长寿路地铁站3号口步行290米),普陀区,121.4348835,31.24527791,121.4413066,31.25163269,121.4302593,31.24712989
枣阳公园,枣阳路226号,普陀区,121.3991992,31.23679711,121.4057676,31.24260662,121.3945474,31.23862956
普陀区体育公园,桃浦镇,普陀区,121.3382313,31.28656077,121.344658,31.29276624,121.3336605,31.28844426
桃浦中央绿地,常和路288-3号楼附近,普陀区,121.3678803,31.28383187,121.3744375,31.28953392,121.3632521,31.28566772
祥和公园,真光路1121甲,普陀区,121.3750979,31.2440755,121.3817029,31.249727,121.3704631,31.24591981
桃溪公园,兰溪路近铜川路,普陀区,121.3965647,31.25352057,121.4031318,31.25928665,121.391912,31.25534604
海棠公园,武宁路2650号,普陀区,121.3855367,31.24927562,121.3921368,31.25492931,121.3808905,31.25110826
桃浦公园,桃浦西路1018号(古浪路地铁站4号口步行210米),普陀区,121.3874007,31.28248644,121.3939697,31.28814467,121.3827501,31.28430362
梅川公园,武宁路2361号(梅岭北路地铁站5号口步行480米),普陀区,121.3882264,31.24706137,121.3948237,31.25273359,121.3835784,31.24889325
兰溪青年公园,兰溪路152号(近桂巷路),普陀区,121.4001588,31.2427095,121.4067202,31.24853395,121.3955064,31.24453916
春光公园,武威路1005号,普陀区,121.3528105,31.27670474,121.3593094,31.28264753,121.3482097,31.27856622
清涧公园,金鼎路650号(近万镇路),普陀区,121.3773422,31.2603733,121.3839347,31.26601259,121.3727032,31.26220808
真光公园,真光路1865号(近铜川路),普陀区,121.3803868,31.25591687,121.3869847,31.26155386,121.3757448,31.2577507
百禧公园,曹杨路,普陀区,121.4071134,31.23987961,121.4136443,31.2458291,121.4024618,31.24171093
管弄公园,管弄路29号(近华池路),普陀区,121.4228824,31.25951704,121.4293243,31.26574466,121.4182399,31.26134854
建德花园小公园,香樟路与泾阳路交叉口西北100米,普陀区,121.3535974,31.23836431,121.3601325,31.24430066,121.3489984,31.2402412
普陀公园,光复西路255号(镇坪路地铁站2号口步行310米),普陀区,121.4229947,31.2465509,121.4294483,31.25278329,121.4183535,31.24838822
李子园公园,真南路822弄与武威东路交汇处,普陀区,121.3788063,31.27735585,121.3853847,31.28298849,121.3741641,31.27918197
长风公园,大渡河路189号,普陀区,121.3961531,31.22644491,121.4027343,31.23220829,121.3915029,31.22828275
甘泉公园,西乡路100号,普陀区,121.4235324,31.26911663,121.4299625,31.27535138,121.4188898,31.27094461
半马苏河公园,光复西路6号,普陀区,121.3906147,31.22152427,121.3972118,31.22721941,121.3859674,31.22336655
曹杨公园,枫桥路50号(近梅岭北路),普陀区,121.404249,31.2418577,121.4107926,31.24775373,121.3995967,31.24368771
未来岛公园,桃浦镇绥德路378号,普陀区,121.3702605,31.267612,121.3768349,31.27329228,121.3656302,31.26945161
槎浦公园(西区),金迈路303号槎浦公园,普陀区,121.3258058,31.29066353,121.3321969,31.29700583,121.3212628,31.29256901
启动林公园,绿杨路与雪松路交叉口东380米,普陀区,121.3524264,31.28598551,121.3589194,31.2919345,121.3478256,31.2878438
中心区广场,武威路88弄,普陀区,121.3718075,31.2800771,121.378376,31.28574164,121.3671739,31.2819096
杨树浦电厂遗迹公园,上海国际时尚中心西南,杨浦区,121.5521528,31.26874474,121.5585582,31.27507684,121.5478864,31.27088457
民星公园,殷行街道嫩江路1111号(近中原路),杨浦区,121.5307102,31.31611711,121.5372028,31.32212966,121.5263787,31.31818834
黄兴全民体育公园-仲益体育公园,五角场街道双阳北路363号黄兴全民体育公园(东北角),杨浦区,121.5244528,31.29978924,121.5309628,31.30568048,121.5201021,31.30184988
黄兴全民体育公园,五角场街道双阳北路363号(黄兴公园地铁站2号口步行430米),杨浦区,121.5236061,31.29894831,121.5301197,31.30482407,121.5192526,31.30100693
四平科技公园-膜结构广场,四平路1777号(近中山北二路),杨浦区,121.5013247,31.28947928,121.507899,31.29511067,121.4968932,31.29147649
