FID,name,province,city,area,address,uid,detail_url,tag,wgs84_lng,wgs84_lat,行业大,行业子,Get_time,ha,value,visit_num
0,浦东牡丹园,上海市,上海市,浦东新区,上海市浦东新区兰谷路500号,01b0cb12172d4dae2cb17e5c,http://api.map.baidu.com/place/detail?uid=01b0cb12172d4dae2cb17e5c&output=html&source=placeapi_v2,旅游景点;植物园,121.590877,31.32468788,旅游景点,植物园,2021/10/25 0:53,8.23984,1,177
1,三泉公园,上海市,上海市,静安区,上海市静安区保德路1200号(共和新路口),0523a14130518e1cb23c81ff,http://api.map.baidu.com/place/detail?uid=0523a14130518e1cb23c81ff&output=html&source=placeapi_v2,旅游景点;公园,121.4425804,31.31727141,旅游景点,公园,2021/10/25 0:53,2.45971,1,4363
2,祥和公园,上海市,上海市,普陀区,上海市普陀区真光路1121号甲,083a55faf4dcd678246e98c9,http://api.map.baidu.com/place/detail?uid=083a55faf4dcd678246e98c9&output=html&source=placeapi_v2,旅游景点;公园,121.3749755,31.24403067,旅游景点,公园,2021/10/25 0:53,3.39466,1,4285
3,甘泉公园,上海市,上海市,普陀区,上海市普陀区西乡路100号,09185c569c0c4c5cf11937ca,http://api.map.baidu.com/place/detail?uid=09185c569c0c4c5cf11937ca&output=html&source=placeapi_v2,旅游景点;公园,121.4238442,31.26892487,旅游景点,公园,2021/10/25 0:53,3.00527,1,10178
4,活水公园,上海市,上海市,黄浦区,上海市黄浦区南车站路564号,0fb57fc9ef392841a2a9344c,http://api.map.baidu.com/place/detail?uid=0fb57fc9ef392841a2a9344c&output=html&source=placeapi_v2,旅游景点;公园,121.4895693,31.20445492,旅游景点,公园,2021/10/25 0:53,0.43628,1,2589
5,静安中环公园,上海市,上海市,静安区,上海市静安区共和新路3050号,1324ed6001571aca306212d8,http://api.map.baidu.com/place/detail?uid=1324ed6001571aca306212d8&output=html&source=placeapi_v2,旅游景点;公园,121.4447688,31.29509932,旅游景点,公园,2021/10/25 0:53,8.07151,1,3421
6,金桥市民体育休闲公园,上海市,上海市,浦东新区,上海市浦东新区乐林路3临,15ed53cec8206d2a9222e06f,http://api.map.baidu.com/place/detail?uid=15ed53cec8206d2a9222e06f&output=html&source=placeapi_v2,旅游景点;公园,121.6007594,31.28078544,旅游景点,公园,2021/10/25 0:53,1.92331,1,107
7,朝阳小憩,上海市,上海市,普陀区,上海市普陀区真北支路130号,168fa78cb17b78ba0bccdd80,http://api.map.baidu.com/place/detail?uid=168fa78cb17b78ba0bccdd80&output=html&source=placeapi_v2,旅游景点;公园,121.389138,31.25822143,旅游景点,公园,2021/10/25 0:53,0.20464,1,672
8,上海市滨江滑板公园,上海市,上海市,徐汇区,上海市徐汇区瑞宁路,21b9b35cce7b8cc4364aae50,http://api.map.baidu.com/place/detail?uid=21b9b35cce7b8cc4364aae50&output=html&source=placeapi_v2,旅游景点;公园,121.4629346,31.18772604,旅游景点,公园,2021/10/25 0:53,4.26438,1,2346
9,闸北公园,上海市,上海市,静安区,上海市静安区共和新路1555号,23116913c5c6a0fc734b87ff,http://api.map.baidu.com/place/detail?uid=23116913c5c6a0fc734b87ff&output=html&source=placeapi_v2,旅游景点;公园,121.4553901,31.27242517,旅游景点,公园,2021/10/25 0:53,11.23539,1,3112
10,昆山公园,上海市,上海市,虹口区,上海市虹口区昆山花园路13号,24d0550833e360ae12882436,http://api.map.baidu.com/place/detail?uid=24d0550833e360ae12882436&output=html&source=placeapi_v2,旅游景点;公园,121.4821886,31.25094513,旅游景点,公园,2021/10/25 0:53,0.37809,1,10718
11,曹杨公园,上海市,上海市,普陀区,上海市普陀区枫桥路50号(近梅岭北路),251374c9ab7ff53da11de91f,http://api.map.baidu.com/place/detail?uid=251374c9ab7ff53da11de91f&output=html&source=placeapi_v2,旅游景点;公园,121.4041704,31.24175243,旅游景点,公园,2021/10/25 0:53,2.48366,1,4891
12,古美人口文化公园(平南路),上海市,上海市,闵行区,上海市闵行区平南路与莲花路交叉口西南角,2527be1e14b272b04afc8d41,http://api.map.baidu.com/place/detail?uid=2527be1e14b272b04afc8d41&output=html&source=placeapi_v2,旅游景点;公园,121.3902946,31.1537037,旅游景点,公园,2021/10/25 0:53,1.13093,1,3846
13,金光村公园,上海市,上海市,浦东新区,上海市浦东新区高东镇顾高路1218号3栋,260183cd6910fc18f7231046,http://api.map.baidu.com/place/detail?uid=260183cd6910fc18f7231046&output=html&source=placeapi_v2,旅游景点;公园,121.632296,31.29834786,旅游景点,公园,2021/10/25 0:53,1.07977,1,0
14,虹桥河滨公园,上海市,上海市,长宁区,上海市长宁区长宁路2080号(锦屏路口),261b80c0eb0bc6a294031968,http://api.map.baidu.com/place/detail?uid=261b80c0eb0bc6a294031968&output=html&source=placeapi_v2,旅游景点;公园,121.3959742,31.22141073,旅游景点,公园,2021/10/25 0:53,2.20285,1,1354
15,平凉公园,上海市,上海市,杨浦区,上海市杨浦区平凉路1738号(近临青路),2848ffd6d2bc4e0e48cc4a21,http://api.map.baidu.com/place/detail?uid=2848ffd6d2bc4e0e48cc4a21&output=html&source=placeapi_v2,旅游景点;公园,121.5383781,31.26877676,旅游景点,公园,2021/10/25 0:53,1.34427,1,2027
16,亩中山水园,上海市,上海市,浦东新区,上海市浦东新区世博大道1000号,2955e863574f7d2f2ad7ab18,http://api.map.baidu.com/place/detail?uid=2955e863574f7d2f2ad7ab18&output=html&source=placeapi_v2,旅游景点;公园,121.4912201,31.19217515,旅游景点,公园,2021/10/25 0:53,2.59703,1,8957
17,后工业生态景观公园,上海市,上海市,宝山区,上海市宝山区长江西路101号,2a101249ffe50ffa8bdb7316,http://api.map.baidu.com/place/detail?uid=2a101249ffe50ffa8bdb7316&output=html&source=placeapi_v2,旅游景点;公园,121.4719278,31.34770798,旅游景点,公园,2021/10/25 0:53,4.33192,1,0
18,水霞公园,上海市,上海市,长宁区,上海市长宁区仙霞路505号,2a7a25ec3d7ed7626c3e1b62,http://api.map.baidu.com/place/detail?uid=2a7a25ec3d7ed7626c3e1b62&output=html&source=placeapi_v2,旅游景点;公园,121.385572,31.20808769,旅游景点,公园,2021/10/25 0:53,1.78576,1,5075
19,苏州河梦清园环保主题公园,上海市,上海市,普陀区,上海市普陀区宜昌路130号,2c0bd6c50f46e1ab43ab9ac9,http://api.map.baidu.com/place/detail?uid=2c0bd6c50f46e1ab43ab9ac9&output=html&source=placeapi_v2,旅游景点;公园,121.4358389,31.25276469,旅游景点,公园,2021/10/25 0:53,7.35472,1,12509
20,南园滨江绿地,上海市,上海市,黄浦区,上海市黄浦区龙华东路800号,2d71b4094170bd5d8f1a891d,http://api.map.baidu.com/place/detail?uid=2d71b4094170bd5d8f1a891d&output=html&source=placeapi_v2,旅游景点;公园,121.4710119,31.19444468,旅游景点,公园,2021/10/25 0:53,7.73577,1,17770
21,闵行体育公园,上海市,上海市,闵行区,上海市闵行区新镇路456号,2e00c5dd958a491dd7851f62,http://api.map.baidu.com/place/detail?uid=2e00c5dd958a491dd7851f62&output=html&source=placeapi_v2,旅游景点;公园,121.3663413,31.1453412,旅游景点,公园,2021/10/25 0:53,87.01049,1,8826
22,桃浦中央绿地,上海市,上海市,普陀区,常和路288-3号楼附近,2f2d5e19dcbe49cad8ecedbe,http://api.map.baidu.com/place/detail?uid=2f2d5e19dcbe49cad8ecedbe&output=html&source=placeapi_v2,旅游景点;景点,121.3677373,31.28343065,旅游景点,景点,2021/10/25 0:53,37.69864,1,354
23,双拥公园,上海市,上海市,闵行区,上海市闵行区龙茗路与平阳路交叉口,2f87dde3b16498c515b54b5d,http://api.map.baidu.com/place/detail?uid=2f87dde3b16498c515b54b5d&output=html&source=placeapi_v2,旅游景点;公园,121.3826531,31.13636691,旅游景点,公园,2021/10/25 0:53,1.27539,1,2431
24,衡山公园,上海市,上海市,徐汇区,上海市徐汇区广元路2号(衡山路宛平路口),2fd2beab5633d7537adbd2d9,http://api.map.baidu.com/place/detail?uid=2fd2beab5633d7537adbd2d9&output=html&source=placeapi_v2,旅游景点;公园,121.4374574,31.20253965,旅游景点,公园,2021/10/25 0:53,1.57864,1,4426
25,玉兰园,上海市,上海市,黄浦区,上海市黄浦区重庆南路南昌路路口,2fd2beab56fad7537bdbd296,http://api.map.baidu.com/place/detail?uid=2fd2beab56fad7537bdbd296&output=html&source=placeapi_v2,旅游景点;风景区,121.4664512,31.22059643,旅游景点,风景区,2021/10/25 0:53,0.46579,1,20137
26,西康公园,上海市,上海市,静安区,上海市静安区西康路255-1号,2fd2beab57ecd4537bdbd288,http://api.map.baidu.com/place/detail?uid=2fd2beab57ecd4537bdbd288&output=html&source=placeapi_v2,旅游景点;公园,121.4452406,31.23201825,旅游景点,公园,2021/10/25 0:53,0.30436,1,16151
27,真光公园,上海市,上海市,普陀区,上海市普陀区真光路1865号(近铜川路),35debf29c0d81b45a6da39ca,http://api.map.baidu.com/place/detail?uid=35debf29c0d81b45a6da39ca&output=html&source=placeapi_v2,旅游景点;公园,121.3804371,31.25585408,旅游景点,公园,2021/10/25 0:53,1.28967,1,531
28,中新泾公园,上海市,上海市,长宁区,上海市长宁区哈密路1233号,365ea1e596bc26bb9122e043,http://api.map.baidu.com/place/detail?uid=365ea1e596bc26bb9122e043&output=html&source=placeapi_v2,旅游景点;公园,121.3612526,31.20425744,旅游景点,公园,2021/10/25 0:53,3.56137,1,181
29,"万里公园
",上海市,上海市,普陀区,上海市普陀区富平路715号附近,369f670dedd1ff542811d136,http://api.map.baidu.com/place/detail?uid=369f670dedd1ff542811d136&output=html&source=placeapi_v2,旅游景点;景点,121.403183,31.2670527,旅游景点,景点,2021/10/25 0:53,2.71154,1,1303
30,徐家汇公园,上海市,上海市,徐汇区,上海市徐汇区肇嘉浜路986号临,373cf75776292e6f4354d7d9,http://api.map.baidu.com/place/detail?uid=373cf75776292e6f4354d7d9&output=html&source=placeapi_v2,旅游景点;公园,121.4378476,31.19927161,旅游景点,公园,2021/10/25 0:53,8.7016,1,4426
31,四川北路公园,上海市,上海市,虹口区,上海市虹口区四川北路1468号,37835aba28fe62a894031933,http://api.map.baidu.com/place/detail?uid=37835aba28fe62a894031933&output=html&source=placeapi_v2,旅游景点;公园,121.4803161,31.25681124,旅游景点,公园,2021/10/25 0:53,4.53521,1,37052
32,梅陇休闲苑,上海市,上海市,闵行区,上海市闵行区镇西路555号,39d43f82b5500887a8059d1d,http://api.map.baidu.com/place/detail?uid=39d43f82b5500887a8059d1d&output=html&source=placeapi_v2,旅游景点;公园,121.4042123,31.13782,旅游景点,公园,2021/10/25 0:53,1.37801,1,1411
33,馨园,上海市,上海市,浦东新区,上海市浦东新区栖山路100弄50～63号,3a0a78bd16c7d0fb621809b0,http://api.map.baidu.com/place/detail?uid=3a0a78bd16c7d0fb621809b0&output=html&source=placeapi_v2,旅游景点;公园,121.5405132,31.24338203,旅游景点,公园,2021/10/25 0:53,0.31499,1,6160
34,虎林园,上海市,上海市,宝山区,上海市宝山区呼兰路700号,3a3c63e75cbffb5e223bf209,http://api.map.baidu.com/place/detail?uid=3a3c63e75cbffb5e223bf209&output=html&source=placeapi_v2,旅游景点;景点,121.4503556,31.34607069,旅游景点,景点,2021/10/25 0:53,4.36606,1,145
35,碧云体育公园,上海市,上海市,浦东新区,上海市浦东新区碧云路633号,3be122e1d6e7244b1ef74ddb,http://api.map.baidu.com/place/detail?uid=3be122e1d6e7244b1ef74ddb&output=html&source=placeapi_v2,旅游景点;公园,121.5788664,31.24500063,旅游景点,公园,2021/10/25 0:53,9.3211,1,10976
36,复兴公园,上海市,上海市,黄浦区,上海市黄浦区雁荡路105号,3c0ea7c5eaee119dfaf0cb96,http://api.map.baidu.com/place/detail?uid=3c0ea7c5eaee119dfaf0cb96&output=html&source=placeapi_v2,旅游景点;公园,121.4645996,31.21890221,旅游景点,公园,2021/10/25 0:53,6.95738,1,20137
37,建德花园小公园,上海市,上海市,普陀区,上海市普陀区香樟路与泾阳路交叉路口往西北约100米,3c8f84224c1c87c6420245e9,http://api.map.baidu.com/place/detail?uid=3c8f84224c1c87c6420245e9&output=html&source=placeapi_v2,旅游景点;公园,121.3535689,31.23829182,旅游景点,公园,2021/10/25 0:53,1.16145,1,175
38,樱花园,上海市,上海市,浦东新区,上海市浦东新区光耀路300号,3f826ed3d1035447d0f49eab,http://api.map.baidu.com/place/detail?uid=3f826ed3d1035447d0f49eab&output=html&source=placeapi_v2,旅游景点;公园,121.6109293,31.33206812,旅游景点,公园,2021/10/25 0:53,7.27591,1,1812
39,黎安公园,上海市,上海市,闵行区,上海市闵行区秀文路118号,3f826ed3d2b95547d1f49e1d,http://api.map.baidu.com/place/detail?uid=3f826ed3d2b95547d1f49e1d&output=html&source=placeapi_v2,旅游景点;公园,121.375379,31.13188773,旅游景点,公园,2021/10/25 0:53,18.40094,1,1738
40,世纪和平大钟,上海市,上海市,浦东新区,上海市浦东新区滨江大道2300号附近,3fda0325b5322c7b6fa3cca3,http://api.map.baidu.com/place/detail?uid=3fda0325b5322c7b6fa3cca3&output=html&source=placeapi_v2,旅游景点;风景区,121.4980797,31.24512878,旅游景点,风景区,2021/10/25 0:53,0.0181,1,4352
41,浦兴文化公园,上海市,上海市,浦东新区,上海市浦东新区东陆路705号,41572e00cbd580adb55f1ef0,http://api.map.baidu.com/place/detail?uid=41572e00cbd580adb55f1ef0&output=html&source=placeapi_v2,旅游景点;公园,121.5861043,31.28083598,旅游景点,公园,2021/10/25 0:53,3.77485,1,3765
42,后滩公园,上海市,上海市,浦东新区,世博大道2200号,422920fd19bafa54af080f6d,http://api.map.baidu.com/place/detail?uid=422920fd19bafa54af080f6d&output=html&source=placeapi_v2,旅游景点;公园,121.4686163,31.18593344,旅游景点,公园,2021/10/25 0:53,21.51006,1,468
43,黄兴公园,上海市,上海市,杨浦区,上海市杨浦区营口路639号,4334bd0b7018288526d2bb8e,http://api.map.baidu.com/place/detail?uid=4334bd0b7018288526d2bb8e&output=html&source=placeapi_v2,旅游景点;公园,121.5256116,31.29552634,旅游景点,公园,2021/10/25 0:53,39.12354,1,5153
44,半马苏河公园(1号公园),上海市,上海市,普陀区,上海市普陀区大渡河路长风公园南侧约170米,433615c68009c869c7f0255f,http://api.map.baidu.com/place/detail?uid=433615c68009c869c7f0255f&output=html&source=placeapi_v2,旅游景点;公园,121.3939799,31.22182719,旅游景点,公园,2021/10/25 0:53,4.72669,1,1354
45,上南公园,上海市,上海市,浦东新区,上海市浦东新区德州路198号,435d7aeab89ae9345bbbbcb7,http://api.map.baidu.com/place/detail?uid=435d7aeab89ae9345bbbbcb7&output=html&source=placeapi_v2,旅游景点;公园,121.4938819,31.16897392,旅游景点,公园,2021/10/25 0:53,3.6947,1,2468
46,济阳公园,上海市,上海市,浦东新区,上海市浦东新区耀华路600号(济阳路口),43b7e8895e69806b59f6beb7,http://api.map.baidu.com/place/detail?uid=43b7e8895e69806b59f6beb7&output=html&source=placeapi_v2,旅游景点;公园,121.4753358,31.17111712,旅游景点,公园,2021/10/25 0:53,3.4458,1,5038
47,徐汇区徐汇西岸自然艺术公园,上海市,上海市,徐汇区,华泾路190号(近龙吴路),44207646d9b86568deee8b41,http://api.map.baidu.com/place/detail?uid=44207646d9b86568deee8b41&output=html&source=placeapi_v2,旅游景点;公园,121.4478888,31.12348717,旅游景点,公园,2021/10/25 0:53,26.45243,1,1712
48,广兰公园,上海市,上海市,浦东新区,广兰路965号(近紫薇路),448f7f556a7fd13ad5b74ed9,http://api.map.baidu.com/place/detail?uid=448f7f556a7fd13ad5b74ed9&output=html&source=placeapi_v2,旅游景点;公园,121.6156516,31.21085022,旅游景点,公园,2021/10/25 0:53,3.50477,1,1797
49,共青国家森林公园,上海市,上海市,杨浦区,上海市杨浦区军工路2000号,449eb70004746dd826d2bb7a,http://api.map.baidu.com/place/detail?uid=449eb70004746dd826d2bb7a&output=html&source=placeapi_v2,旅游景点;风景区,121.5476852,31.32105248,旅游景点,风景区,2021/10/25 0:53,121.64903,1,469
50,大宁郁金香公园,上海市,上海市,静安区,上海市静安区广中西路288号,45d4df56501f986e250bd093,http://api.map.baidu.com/place/detail?uid=45d4df56501f986e250bd093&output=html&source=placeapi_v2,旅游景点;公园,121.4387816,31.27767128,旅游景点,公园,2021/10/25 0:53,53.79929,1,11356
51,上海馨苑绿化养护有限公司九子公园,上海市,上海市,黄浦区,上海市黄浦区成都北路1018号,4642844a6237c3d8c8fa5fab,http://api.map.baidu.com/place/detail?uid=4642844a6237c3d8c8fa5fab&output=html&source=placeapi_v2,旅游景点;公园,121.4595212,31.2424428,旅游景点,公园,2021/10/25 0:53,0.67959,1,5484
52,金沙绿地公园,上海市,上海市,嘉定区,丰庄路69号(近清峪路),480b24d031ff51f09cec2be9,http://api.map.baidu.com/place/detail?uid=480b24d031ff51f09cec2be9&output=html&source=placeapi_v2,旅游景点;公园,121.3547372,31.24485886,旅游景点,公园,2021/10/25 0:53,3.84603,1,86
53,天山公园,上海市,上海市,长宁区,上海市长宁区延安西路1731号(近凯旋路),49a02a7a706e68412b201a62,http://api.map.baidu.com/place/detail?uid=49a02a7a706e68412b201a62&output=html&source=placeapi_v2,旅游景点;公园,121.4113162,31.21196678,旅游景点,公园,2021/10/25 0:53,5.70739,1,24541
54,三林世博主题公园,上海市,上海市,浦东新区,上海市浦东新区大道站路与东书房路交叉口东北角,49d95938a5707e40c61e5116,http://api.map.baidu.com/place/detail?uid=49d95938a5707e40c61e5116&output=html&source=placeapi_v2,旅游景点;公园,121.5339412,31.16409601,旅游景点,公园,2021/10/25 0:53,2.07471,1,0
55,上海植物园,上海市,上海市,徐汇区,上海市徐汇区龙吴路997号,4ea3f2f1ebeb76d6afcb668c,http://api.map.baidu.com/place/detail?uid=4ea3f2f1ebeb76d6afcb668c&output=html&source=placeapi_v2,旅游景点;植物园,121.4399509,31.14943726,旅游景点,植物园,2021/10/25 0:53,80.98024,1,6729
56,东昌滨江绿地,上海市,上海市,浦东新区,商城路与滨江大道交叉口西南100米,50f7d146b549d6c772210b30,http://api.map.baidu.com/place/detail?uid=50f7d146b549d6c772210b30&output=html&source=placeapi_v2,旅游景点;公园,121.5021838,31.22886673,旅游景点,公园,2021/10/25 0:53,3.72799,1,10242
57,杨浦公园,上海市,上海市,杨浦区,上海市杨浦区双阳路399号,50fb64ff365e225ce9f85321,http://api.map.baidu.com/place/detail?uid=50fb64ff365e225ce9f85321&output=html&source=placeapi_v2,旅游景点;公园,121.5319105,31.28245296,旅游景点,公园,2021/10/25 0:53,19.37634,1,930
58,临沂公园,上海市,上海市,浦东新区,上海市浦东新区东方路3683号,5211d2198a2d39597cc876b0,http://api.map.baidu.com/place/detail?uid=5211d2198a2d39597cc876b0&output=html&source=placeapi_v2,旅游景点;公园,121.5024693,31.19019942,旅游景点,公园,2021/10/25 0:53,1.98921,1,2313
59,海宁绿地,上海市,上海市,虹口区,上海市虹口区海宁绿地(壹丰广场东南170米),53349ee396031c6d22026227,http://api.map.baidu.com/place/detail?uid=53349ee396031c6d22026227&output=html&source=placeapi_v2,旅游景点;公园,121.4806424,31.25243352,旅游景点,公园,2021/10/25 0:53,0.17416,1,10718
60,FUNTOGETHER体育公园,上海市,上海市,宝山区,上海市宝山区南北高架路与蕰川路交叉路口西北侧,5445e1f084266e771ee999d9,http://api.map.baidu.com/place/detail?uid=5445e1f084266e771ee999d9&output=html&source=placeapi_v2,旅游景点;公园,121.4310978,31.34557433,旅游景点,公园,2021/10/25 0:53,0.9785,1,24
61,延虹绿地,上海市,上海市,长宁区,上海市长宁区虹桥路1518号,5508504d0391eecac7f02562,http://api.map.baidu.com/place/detail?uid=5508504d0391eecac7f02562&output=html&source=placeapi_v2,旅游景点;公园,121.3921153,31.20207301,旅游景点,公园,2021/10/25 0:53,1.73158,1,18837
62,淮海公园,上海市,上海市,黄浦区,上海市黄浦区太仓路56号,550fd5f9ba00a678921fc996,http://api.map.baidu.com/place/detail?uid=550fd5f9ba00a678921fc996&output=html&source=placeapi_v2,旅游景点;公园,121.472977,31.22510164,旅游景点,公园,2021/10/25 0:53,2.38575,1,131592
63,普陀公园,上海市,上海市,普陀区,上海市普陀区光复西路255号,55fa2c0b0112d92c1ce999c9,http://api.map.baidu.com/place/detail?uid=55fa2c0b0112d92c1ce999c9&output=html&source=placeapi_v2,旅游景点;公园,121.4230478,31.24659901,旅游景点,公园,2021/10/25 0:53,1.14301,1,3826
64,张江碧波公园-诺贝尔湖绿地,上海市,上海市,浦东新区,上海市浦东新区松涛路560号,56fe27a8ffbbb89907fef5fc,http://api.map.baidu.com/place/detail?uid=56fe27a8ffbbb89907fef5fc&output=html&source=placeapi_v2,旅游景点;公园,121.5789041,31.2083885,旅游景点,公园,2021/10/25 0:53,3.4054,1,6707
65,沪太公园,上海市,上海市,普陀区,上海市普陀区新村路37号(近沪太路),5b25f4467ac25ceb102935ca,http://api.map.baidu.com/place/detail?uid=5b25f4467ac25ceb102935ca&output=html&source=placeapi_v2,旅游景点;公园,121.4347951,31.26988102,旅游景点,公园,2021/10/25 0:53,1.50891,1,11356
66,长风公园,上海市,上海市,普陀区,上海市普陀区大渡河路189号,5c2dc21d52f351796ec02c85,http://api.map.baidu.com/place/detail?uid=5c2dc21d52f351796ec02c85&output=html&source=placeapi_v2,旅游景点;公园,121.392476,31.22633892,旅游景点,公园,2021/10/25 0:53,35.77123,1,1354
67,锦尊体育公园,上海市,上海市,浦东新区,锦尊路468号,5c380a7637463348931fc9c1,http://api.map.baidu.com/place/detail?uid=5c380a7637463348931fc9c1&output=html&source=placeapi_v2,旅游景点;公园,121.527112,31.18190515,旅游景点,公园,2021/10/25 0:53,9.79904,1,7602
68,康健园,上海市,上海市,徐汇区,上海市徐汇区桂林路93号,5c91b4b764b5163372210bab,http://api.map.baidu.com/place/detail?uid=5c91b4b764b5163372210bab&output=html&source=placeapi_v2,旅游景点;公园,121.4172625,31.1660395,旅游景点,公园,2021/10/25 0:53,11.9185,1,5681
69,未来岛公园,上海市,上海市,普陀区,上海市普陀区绥德路603号,5ce2637d55d31550ae31e5cb,http://api.map.baidu.com/place/detail?uid=5ce2637d55d31550ae31e5cb&output=html&source=placeapi_v2,旅游景点;公园,121.3702763,31.26759209,旅游景点,公园,2021/10/25 0:53,2.74925,1,0
